NAME,TABLE,TYPE,LABEL
TRACCDK,trip,character,Mode(s) Used to Transit from Trip Origin: Does Not Know Answer
TRACCRF,trip,character,Mode(s) Used to Transit from Trip Origin: Refused to Answer
TRACCTM,trip,numeric,Trip Time to Transit Station in Minutes
TRACC_BUS,Trip,character,Bus as mode used to get to public transit?
TRACC_CRL,Trip,character,Rail as mode used to get to public transit?
TRACC_O,trip,character,Mode(s) Used to Transit from Trip Origin: Something Else
TRACC_OTH,Trip,character,Other mode used to get to public transit?
TRACC_POV,Trip,character,POV as mode used to get to public transit?
TRACC_SUB,Trip,character,Subway as mode used to get to public transit?
TRACC_WLK,Trip,character,Walk as mode used to get to public transit?
TRAIN,household,character,Frequency of Train Use for Travel
TRANSCOMM_1,person,character,Reason for Public Transit to be a Good Option for Commute: Close to work and home
TRANSCOMM_2,person,character,Reason for Public Transit to be a Good Option for Commute: Fits schedule
TRANSCOMM_3,person,character,Reason for Public Transit to be a Good Option for Commute: Faster than driving
TRANSCOMM_4,person,character,Reason for Public Transit to be a Good Option for Commute: Reasonable in cost
TRANSCOMM_5,person,character,Reason for Public Transit to be a Good Option for Commute: Consistently on time
TRANSCOMM_6,person,character,Reason for Public Transit to be a Good Option for Commute: Avoids travel stress
TRANSCOMM_7,person,character,Reason for Public Transit to be a Good Option for Commute: Safety
TRANSCOMM_DK,person,character,Reason for Public Transit to be a Good Option for Commute: Does Not Know Answer
TRANSCOMM_NA,person,character,Reason for Public Transit to be a Good Option for Commute: No other reasons
TRANSCOMM_RF,person,character,Reason for Public Transit to be a Good Option for Commute: Refused to Answer
TRAV2SHOP,household,character,Distance Traveled from Home to Shopping
TRAVDAY,household,character,Travel day - day of week
TREGR1,trip,character,Mode(s) Used from Transit to Trip Destination: Walking
TREGR10,trip,character,Mode(s) Used from Transit to Trip Destination: School bus
TREGR11,trip,character,Mode(s) Used from Transit to Trip Destination: Public transit or commuter bus
TREGR12,trip,character,Mode(s) Used from Transit to Trip Destination: Paratransit / Dial-a-ride
TREGR13,trip,character,Mode(s) Used from Transit to Trip Destination: Private / Charter / Tour / Shuttle bus
TREGR14,trip,character,Mode(s) Used from Transit to Trip Destination: City-to-city bus (Greyhound / Megabus)
TREGR15,trip,character,Mode(s) Used from Transit to Trip Destination: Amtrak / Commuter rail
TREGR16,trip,character,Mode(s) Used from Transit to Trip Destination: Subway / Elevated / Light rail / Street car
TREGR17,trip,character,Mode(s) Used from Transit to Trip Destination: Taxi / Limo (including Uber / Lyft)
TREGR18,trip,character,Mode(s) Used from Transit to Trip Destination: Rental car (including Zipcar / Car2Go)
TREGR19,trip,character,Mode(s) Used from Transit to Trip Destination: Airplane
TREGR2,trip,character,Mode(s) Used from Transit to Trip Destination: Bicycle
TREGR20,trip,character,Mode(s) Used from Transit to Trip Destination: Boat
TREGR3,trip,character,Mode(s) Used from Transit to Trip Destination: Car
TREGR4,trip,character,Mode(s) Used from Transit to Trip Destination: SUV
TREGR5,trip,character,Mode(s) Used from Transit to Trip Destination: Van
TREGR6,trip,character,Mode(s) Used from Transit to Trip Destination: Pickup truck
TREGR7,trip,character,Mode(s) Used from Transit to Trip Destination: Golf cart / Segway
TREGR8,trip,character,Mode(s) Used from Transit to Trip Destination: Motorcycle / Moped
TREGR9,trip,character,Mode(s) Used from Transit to Trip Destination: RV (motor home / ATV / snowmobile)
TREGRDK,trip,character,Mode(s) Used from Transit to Trip Destination: Does Not Know Answer
TREGRRF,trip,character,Mode(s) Used from Transit to Trip Destination: Refused to Answer
TREGRTM,trip,numeric,Time to Destination from Transit in Minutes
TREGR_BUS,Trip,character,Bus as mode used to get from public transit?
TREGR_CRL,Trip,character,Rail as mode used to get from public transit?
TREGR_O,trip,character,Mode(s) Used from Transit to Trip Destination: Something else
TREGR_OTH,Trip,character,Other mode used to get from public transit?
TREGR_POV,Trip,character,POV as mode used to get from public transit?
TREGR_SUB,Trip,character,Subway as mode used to get from public transit?
TREGR_WLK,Trip,character,Walk as mode used to get from public transit?
TRIPPURP,trip,character,"Generalized purpose of trip, home-based and non-home based"
TRIP_CODE,household,character,Household Has at Least One Person with a Travel Day Data Quality Code That Identifies Trip-Related Reporting That Is Not Realistic
TRPACCMP,trip,character,Count of People on Trip
TRPHHACC,trip,character,Count of Household Members on Trip
TRPHHVEH,trip,character,Household Vehicle Used on Trip
TRPMILES,trip,numeric,"Trip distance in miles, derived from route geometry returned by Google Maps API, or from reported loop-trip distance"
TRPMILES17,trip,numeric,"Trip distance in miles, derived from route geometry returned by Google Maps API"
TRPPUB,trip,character,Public Transit Usage on Trip
TRPTRANS,trip,character,"Trip Mode, derived"
TRPTRANS17,trip,character,Trip Mode
TRPTRNOS,trip,character,Trip Mode (Other)
TRVLCMIN,trip,numeric,Trip Duration in Minutes
TRWAITTM,trip,numeric,Transit wait time in minutes
URBAN,household,character,"Household's urban area classification, based on home address and 2014 TIGER/Line Shapefile"
URBANSIZE,household,character,Urban area size where home address is located
URBRUR,household,character,Household in urban/rural area
USEPUBTR,person,character,"Public Transit Usage on Travel Date, derived"
USEPUBTR17,person,character,Public Transit Usage on Travel Date
VEHAGE,vehicle,numeric,"Age of vehicle, based on model year"
VEHID,trip,character,Household Vehicle Identifier Used on Trip
VEHID,vehicle,character,Vehicle Identifier
VEHMILE2,vehicle,character,Range of Miles Driven in Vehicle Over Last Year
VEHMILES,vehicle,numeric,Count of Miles Driven in Vehicle Over Last Year
VEHOWNED,vehicle,character,Owned Vehicle Longer than a Year
VEHOWNMO,vehicle,character,Months of Vehicle Ownership
VEHTYOS,vehicle,character,Vehicle Type (Other)
VEHTYPE,vehicle,character,Vehicle Type
VEHYEAR,vehicle,numeric,Vehicle Year
VERESTML,vehicle,character,Confirmation of Estimated Miles Driven in Vehicle
VERMILES,vehicle,character,Confirmation of Miles Driven in Vehicle
VERYRMIL,person,character,Confirmation of Miles Personally Driven in Vehicle
VMT_MILE,trip,numeric,"Trip distance in miles for personally driven vehicle trips, derived from route geometry returned by Google Maps API"
VMT_MILE17,trip,numeric,"Trip distance in miles for personally driven vehicle trips, derived from route geometry returned by Google Maps API, or from reported loop-trip distance"
VPACT,person,numeric,Count of Times of Vigorous Physical Activity in Past Week
WALK,household,character,Frequency of Walking for Travel
WALK2SAVE,household,character,Walk to Reduce Financial Burden of Travel
WALK4EX,person,numeric,Count of Walk Trips for Exercise
WALK_D,person,character,Reason for Not Walking More: No nearby paths or trails
WALK_DEF,Person,character,Reason for Not Walking More: Infrastructure
WALK_DK,person,character,Reason for Not Walking More: Does not know answer
WALK_E,person,character,Reason for Not Walking More: No nearby parks
WALK_F,person,character,Reason for Not Walking More: No sidewalks or sidewalks are in poor condition
WALK_G,person,character,Reason for Not Walking More: Street crossings are unsafe
WALK_GKQ,Person,character,Reason for Not Walking More: Safety
WALK_K,person,character,Reason for Not Walking More: Heavy traffic with too many cars
WALK_Q,person,character,Reason for Not Walking More: Not enough lighting at night
WALK_RF,person,character,Reason for Not Walking More: Refused to answer
WALK_ROAD,person,character,Road That Could Be Improved for Walking
WALK_Z,person,character,Reason for Not Walking More: None of the above
WEBUSE17,household,character,Frequency of internet use
WHODROVE,trip,character,Person Identifier Who Drove on Trip
WHOMAIN,vehicle,character,Vehicle Main Driver
WHOPROXY,person,character,Household Person Identifier Responsible for Trip Reporting
WHYFROM,trip,character,Trip Origin Purpose
WHYFROM_O,trip,character,Trip Origin Purpose (Other)
WHYTO,trip,character,Trip Destination Purpose
WHYTRP1S,trip,character,Trip purpose summary
WHYTRP90,trip,character,Travel day trip purpose consistent with 1990 NPTS design.
WHYTRPSP,trip,character,Trip Destination Purpose (Other)
WK2SCHOOL_1,household,character,Influence Decision to Allow Child to Walk or Bike to School: Crossing guards present
WK2SCHOOL_2,household,character,Influence Decision to Allow Child to Walk or Bike to School: Presence of adult chaperones / supervision
WK2SCHOOL_3,household,character,Influence Decision to Allow Child to Walk or Bike to School: Sidewalk and crosswalks are located along the route
WK2SCHOOL_4,household,character,Influence Decision to Allow Child to Walk or Bike to School: School participates in Safe Routes to Schools program
WK2SCHOOL_5,household,character,"Influence Decision to Allow Child to Walk or Bike to School: Education / Training provided for children, parents and others"
WK2SCHOOL_6,household,character,Influence Decision to Allow Child to Walk or Bike to School: School in Neighborhood
WK2SCHOOL_7,household,character,Influence Decision to Allow Child to Walk or Bike to School: Distance between home and school
WK2SCHOOL_DK,household,character,Influence Decision to Allow Child to Walk or Bike to School: Does Not Know Answer
WK2SCHOOL_RF,household,character,Influence Decision to Allow Child to Walk or Bike to School: Refused to Answer
WKBK_DIST,trip,character,Loop trip distance
WKBK_UNIT,trip,character,Loop trip distance unit
WKFMHMXX,person,numeric,Count of Days Worked From Home in Last Month
WKFTPT,person,character,Full-Time or Part-Time Worker
WKMORE_CA_1,person,character,Reason for Not Walking: Health issues
WKMORE_CA_10,person,character,Reason for Not Walking: Prefer to drive
WKMORE_CA_2,person,character,Reason for Not Walking: No one to walk with
WKMORE_CA_3,person,character,Reason for Not Walking: No nearby paths or trails
WKMORE_CA_4,person,character,Reason for Not Walking: No sidewalks/ sidewalks are in poor condition
WKMORE_CA_5,person,character,Reason for Not Walking: Too far to travel by walking
WKMORE_CA_6,person,character,Reason for Not Walking: Safety concerns
WKMORE_CA_7,person,character,Reason for Not Walking: Too much traffic
WKMORE_CA_8,person,character,Reason for Not Walking: Air quality
WKMORE_CA_9,person,character,Reason for Not Walking: No shops or other conveniences nearby
WKMORE_CA_DK,person,character,Reason for Not Walking: Does Not Know Answer
WKMORE_CA_NA,person,character,Reason for Not Walking: No other reasons
WKMORE_CA_O,person,character,Reason for Not Walking (Other)
WKMORE_CA_RF,person,character,Reason for Not Walking: Refused to Answer
WKMORE_CA_SE,person,character,Reason for Not Walking: Something Else
WKRMHM,person,character,Option of Working from Home
WKSTFIPS,person,character,The state FIPS code for the respondent's geocoded work address. The state FIPS codes were identified using United States Census Bureau 2016 TIGER/Line Shapefiles.
WORKER,person,character,Worker status
WRKAMPM,person,character,Arrival Time at Work: AM/PM
WRKCOUNT,household,numeric,Number of workers in household
WRKHR,person,character,Arrival Time at Work: Hour
WRKMIN,person,character,Arrival Time at Work: Minute
WRKSCH_GA,person,character,Work Schedule
WRKTIME,person,character,Arrival Time at Work
WRKTRANS,person,character,Mode to Work
WRKTRNOS,person,character,Mode to Work (Other)
WRK_HOME,person,character,Work from Home
WTHHFIN,Household,numeric,Final HH weight
WTPERFIN,Person,numeric,Final Person weight
WTTRDFIN,Trip,numeric,Final trip weight
W_CANE,person,character,Medical Device Used: Cane
W_CHAIR,person,character,Medical Device Used: Wheelchair
W_CRUTCH,person,character,Medical Device Used: Crutches
W_DOG,person,character,Medical Device Used: Dog Assistance
W_MTRCHR,person,character,Medical Device Used: Motorized Wheelchair
W_NONE,person,character,Medical Device Used: None
W_SCOOTR,person,character,Medical Device Used: Motorized Scooter
W_WHCANE,person,character,Medical Device Used: White Cane
W_WLKR,person,character,Medical Device Used: Walker
YEARMIL2,person,character,Range of Miles Personally Driven in all Vehicles
YEARMILE,person,numeric,Miles Personally Driven in all Vehicles
YOUNGCHILD,household,numeric,Count of persons with an age between 0 and 4 in household
YRTOUS,person,numeric,Year of Arrival in United States
YRTOUS2,person,character,Range of Year of Arrival in United States
