NAME,VALUE,LABEL
MAKECODE,73,73
MAKECODE,76,76
MAKECODE,91,91
MAKECODE,201,201
MAKECODE,351,351
MAKECODE,XXX,Suppressed for confidential reason
MEDCOND,-9,Not ascertained
MEDCOND,-8,Don't know
MEDCOND,-7,Refused
MEDCOND,-1,Appropriate skip
MEDCOND,1,Yes
MEDCOND,2,No
MEDCOND6,-8,Don't know
MEDCOND6,-7,Refused
MEDCOND6,-1,Appropriate skip
MEDCOND6,1,0-5 months
MEDCOND6,2,6-11 months
MEDCOND6,3,1-4 years
MEDCOND6,4,5-9 years
MEDCOND6,5,10 years or more
MEDCOND6,6,All his/her Life
MODLCODE,-8,Don't know
MODLCODE,-7,Refused
MODLCODE,1,1
MODLCODE,2,2
MODLCODE,3,3
MODLCODE,4,4
MODLCODE,5,5
MODLCODE,6,6
MODLCODE,7,7
MODLCODE,8,8
MODLCODE,9,9
MODLCODE,10,10
MODLCODE,11,11
MODLCODE,12,12
MODLCODE,13,13
MODLCODE,14,14
MODLCODE,15,15
MODLCODE,16,16
MODLCODE,17,17
MODLCODE,18,18
MODLCODE,19,19
MODLCODE,20,20
MODLCODE,21,21
MODLCODE,22,22
MODLCODE,23,23
MODLCODE,31,31
MODLCODE,32,32
MODLCODE,33,33
MODLCODE,34,34
MODLCODE,35,35
MODLCODE,36,36
MODLCODE,37,37
MODLCODE,38,38
MODLCODE,39,39
MODLCODE,40,40
MODLCODE,41,41
MODLCODE,42,42
MODLCODE,43,43
MODLCODE,44,44
MODLCODE,45,45
MODLCODE,46,46
MODLCODE,47,47
MODLCODE,51,51
MODLCODE,52,52
MODLCODE,91,91
MODLCODE,401,401
MODLCODE,402,402
MODLCODE,403,403
MODLCODE,404,404
MODLCODE,421,421
MODLCODE,422,422
MODLCODE,431,431
MODLCODE,441,441
MODLCODE,442,442
MODLCODE,443,443
MODLCODE,461,461
MODLCODE,470,470
MODLCODE,471,471
MODLCODE,472,472
MODLCODE,481,481
MODLCODE,482,482
MODLCODE,703,703
MODLCODE,704,704
MODLCODE,705,705
MODLCODE,706,706
MODLCODE,709,709
MODLCODE,733,733
MODLCODE,850,850
MODLCODE,XXXX,Suppressed for confidential reason
ACCMSA,-9,Not ascertained
ACCMSA,-1,Appropriate skip
ACCMSA,0160,"Albany-Schenectady-Troy, NY MSA"
ACCMSA,0520,"Atlanta, GA MSA"
ACCMSA,0640,"Austin-San Marcos, TX MSA"
ACCMSA,0720,"Baltimore, MD PMSA"
ACCMSA,0875,"Bergen-Passaic, NJ PMSA"
ACCMSA,1000,"Birmingham, AL MSA"
ACCMSA,1120,"Boston, MA-NH PMSA"
ACCMSA,1280,"Buffalo-Niagara Falls, NY MSA"
ACCMSA,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA"
ACCMSA,1600,"Chicago, IL PMSA"
ACCMSA,1640,"Cincinnati, OH-KY-IN PMSA"
ACCMSA,1680,"Cleveland-Lorain-Elyria, OH PMSA"
ACCMSA,1760,"Columbia, SC MSA"
ACCMSA,1840,"Columbus, OH MSA"
ACCMSA,1920,"Dallas, TX PMSA"
ACCMSA,2000,"Dayton-Springfield, OH MSA"
ACCMSA,2020,"Daytona Beach, FL MSA"
ACCMSA,2080,"Denver, CO PMSA"
ACCMSA,2120,"Des Moines, IA MSA"
ACCMSA,2160,"Detroit, MI PMSA"
ACCMSA,2800,"Fort Worth-Arlington, TX PMSA"
ACCMSA,2840,"Fresno, CA MSA"
ACCMSA,3000,"Grand Rapids-Muskegon-Holland, MI MSA"
ACCMSA,3120,"Greensboro--Winston-Salem--High Point, NC MSA"
ACCMSA,3160,"Greenville-Spartanburg-Anderson, SC MSA"
ACCMSA,3240,"Harrisburg-Lebanon-Carlisle, PA MSA"
ACCMSA,3360,"Houston, TX PMSA"
ACCMSA,3480,"Indianapolis, IN MSA"
ACCMSA,4000,"Lancaster, PA MSA"
ACCMSA,4040,"Lansing-East Lansing, MI MSA"
ACCMSA,4080,"Laredo, TX MSA"
ACCMSA,4100,"Las Cruces, NM MSA"
ACCMSA,4120,"Las Vegas, NV-AZ MSA"
ACCMSA,4280,"Lexington, KY MSA"
ACCMSA,4360,"Lincoln, NE MSA"
ACCMSA,4400,"Little Rock-North Little Rock, AR MSA"
ACCMSA,4420,"Longview-Marshall, TX MSA"
ACCMSA,4480,"Los Angeles-Long Beach, CA PMSA"
ACCMSA,4520,"Louisville, KY-IN MSA"
ACCMSA,4720,"Madison, WI MSA"
ACCMSA,4920,"Memphis, TN-AR-MS MSA"
ACCMSA,4940,"Merced, CA MSA"
ACCMSA,5000,"Miami, FL PMSA"
ACCMSA,5015,"Middlesex-Somerset-Hunterdon, NJ PMSA"
ACCMSA,5080,"Milwaukee-Waukesha, WI PMSA"
ACCMSA,5120,"Minneapolis-St. Paul, MN-WI MSA"
ACCMSA,5160,"Mobile, AL MSA"
ACCMSA,5190,"Monmouth-Ocean, NJ PMSA"
ACCMSA,5330,"Myrtle Beach, SC MSA"
ACCMSA,5360,"Nashville, TN MSA"
ACCMSA,5380,"Nassau-Suffolk, NY PMSA"
ACCMSA,5520,"New London-Norwich, CT-RI MSA"
ACCMSA,5560,"New Orleans, LA MSA"
ACCMSA,5600,"New York, NY PMSA"
ACCMSA,5640,"Newark, NJ PMSA"
ACCMSA,5720,"Norfolk-Virginia Beach-Newport News, VA-NC MSA"
ACCMSA,5775,"Oakland, CA PMSA"
ACCMSA,5880,"Oklahoma City, OK MSA"
ACCMSA,5920,"Omaha, NE-IA MSA"
ACCMSA,5945,"Orange County, CA PMSA"
ACCMSA,6160,"Philadelphia, PA-NJ PMSA"
ACCMSA,6200,"Phoenix-Mesa, AZ MSA"
ACCMSA,6280,"Pittsburgh, PA MSA"
ACCMSA,6440,"Portland-Vancouver, OR-WA PMSA"
ACCMSA,6480,"Providence-Fall River-Warwick, RI-MA MSA"
ACCMSA,6640,"Raleigh-Durham-Chapel Hill, NC MSA"
ACCMSA,6760,"Richmond-Petersburg, VA MSA"
ACCMSA,6780,"Riverside-San Bernardino, CA PMSA"
ACCMSA,6840,"Rochester, NY MSA"
ACCMSA,6920,"Sacramento, CA PMSA"
ACCMSA,7040,"St. Louis, MO-IL MSA"
ACCMSA,7160,"Salt Lake City-Ogden, UT MSA"
ACCMSA,7240,"San Antonio, TX MSA"
ACCMSA,7320,"San Diego, CA MSA"
ACCMSA,7360,"San Francisco, CA PMSA"
ACCMSA,7400,"San Jose, CA PMSA"
ACCMSA,7600,"Seattle-Bellevue-Everett, WA PMSA"
ACCMSA,7920,"Springfield, MO MSA"
ACCMSA,8160,"Syracuse, NY MSA"
ACCMSA,8280,"Tampa-St. Petersburg-Clearwater, FL MSA"
ACCMSA,8520,"Tucson, AZ MSA"
ACCMSA,8735,"Ventura, CA PMSA"
ACCMSA,8840,"Washington, DC-MD-VA-WV PMSA"
ACCMSA,8960,"West Palm Beach-Boca Raton, FL MSA"
ACCMSA,9040,"Wichita, KS MSA"
ACCMSA,9999,Not in an MSA
ACCMSA,XXXX,"Suppressed, in an MSA of less than 1 million"
EGRMSA,-9,Not ascertained
EGRMSA,-1,Appropriate skip
EGRMSA,0160,"Albany-Schenectady-Troy, NY MSA"
EGRMSA,0520,"Atlanta, GA MSA"
EGRMSA,0640,"Austin-San Marcos, TX MSA"
EGRMSA,0720,"Baltimore, MD PMSA"
EGRMSA,0875,"Bergen-Passaic, NJ PMSA"
EGRMSA,1000,"Birmingham, AL MSA"
EGRMSA,1120,"Boston, MA-NH PMSA"
EGRMSA,1280,"Buffalo-Niagara Falls, NY MSA"
EGRMSA,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA"
EGRMSA,1600,"Chicago, IL PMSA"
EGRMSA,1640,"Cincinnati, OH-KY-IN PMSA"
EGRMSA,1680,"Cleveland-Lorain-Elyria, OH PMSA"
EGRMSA,1760,"Columbia, SC MSA"
EGRMSA,1840,"Columbus, OH MSA"
EGRMSA,1920,"Dallas, TX PMSA"
EGRMSA,2000,"Dayton-Springfield, OH MSA"
EGRMSA,2020,"Daytona Beach, FL MSA"
EGRMSA,2080,"Denver, CO PMSA"
EGRMSA,2120,"Des Moines, IA MSA"
EGRMSA,2160,"Detroit, MI PMSA"
EGRMSA,2800,"Fort Worth-Arlington, TX PMSA"
EGRMSA,2840,"Fresno, CA MSA"
EGRMSA,3000,"Grand Rapids-Muskegon-Holland, MI MSA"
EGRMSA,3120,"Greensboro--Winston-Salem--High Point, NC MSA"
EGRMSA,3160,"Greenville-Spartanburg-Anderson, SC MSA"
EGRMSA,3240,"Harrisburg-Lebanon-Carlisle, PA MSA"
EGRMSA,3360,"Houston, TX PMSA"
EGRMSA,3480,"Indianapolis, IN MSA"
EGRMSA,4000,"Lancaster, PA MSA"
EGRMSA,4040,"Lansing-East Lansing, MI MSA"
EGRMSA,4080,"Laredo, TX MSA"
EGRMSA,4100,"Las Cruces, NM MSA"
EGRMSA,4120,"Las Vegas, NV-AZ MSA"
EGRMSA,4280,"Lexington, KY MSA"
EGRMSA,4360,"Lincoln, NE MSA"
EGRMSA,4400,"Little Rock-North Little Rock, AR MSA"
EGRMSA,4420,"Longview-Marshall, TX MSA"
EGRMSA,4480,"Los Angeles-Long Beach, CA PMSA"
EGRMSA,4520,"Louisville, KY-IN MSA"
EGRMSA,4720,"Madison, WI MSA"
EGRMSA,4920,"Memphis, TN-AR-MS MSA"
EGRMSA,4940,"Merced, CA MSA"
EGRMSA,5000,"Miami, FL PMSA"
EGRMSA,5015,"Middlesex-Somerset-Hunterdon, NJ PMSA"
EGRMSA,5080,"Milwaukee-Waukesha, WI PMSA"
EGRMSA,5120,"Minneapolis-St. Paul, MN-WI MSA"
EGRMSA,5160,"Mobile, AL MSA"
EGRMSA,5190,"Monmouth-Ocean, NJ PMSA"
EGRMSA,5330,"Myrtle Beach, SC MSA"
EGRMSA,5360,"Nashville, TN MSA"
EGRMSA,5380,"Nassau-Suffolk, NY PMSA"
EGRMSA,5520,"New London-Norwich, CT-RI MSA"
EGRMSA,5560,"New Orleans, LA MSA"
EGRMSA,5600,"New York, NY PMSA"
EGRMSA,5640,"Newark, NJ PMSA"
EGRMSA,5720,"Norfolk-Virginia Beach-Newport News, VA-NC MSA"
EGRMSA,5775,"Oakland, CA PMSA"
EGRMSA,5880,"Oklahoma City, OK MSA"
EGRMSA,5920,"Omaha, NE-IA MSA"
EGRMSA,5945,"Orange County, CA PMSA"
EGRMSA,6160,"Philadelphia, PA-NJ PMSA"
EGRMSA,6200,"Phoenix-Mesa, AZ MSA"
EGRMSA,6280,"Pittsburgh, PA MSA"
EGRMSA,6440,"Portland-Vancouver, OR-WA PMSA"
EGRMSA,6480,"Providence-Fall River-Warwick, RI-MA MSA"
EGRMSA,6640,"Raleigh-Durham-Chapel Hill, NC MSA"
EGRMSA,6760,"Richmond-Petersburg, VA MSA"
EGRMSA,6780,"Riverside-San Bernardino, CA PMSA"
EGRMSA,6840,"Rochester, NY MSA"
EGRMSA,6920,"Sacramento, CA PMSA"
EGRMSA,7040,"St. Louis, MO-IL MSA"
EGRMSA,7160,"Salt Lake City-Ogden, UT MSA"
EGRMSA,7240,"San Antonio, TX MSA"
EGRMSA,7320,"San Diego, CA MSA"
EGRMSA,7360,"San Francisco, CA PMSA"
EGRMSA,7400,"San Jose, CA PMSA"
EGRMSA,7600,"Seattle-Bellevue-Everett, WA PMSA"
EGRMSA,7920,"Springfield, MO MSA"
EGRMSA,8160,"Syracuse, NY MSA"
EGRMSA,8280,"Tampa-St. Petersburg-Clearwater, FL MSA"
EGRMSA,8520,"Tucson, AZ MSA"
EGRMSA,8735,"Ventura, CA PMSA"
EGRMSA,8840,"Washington, DC-MD-VA-WV PMSA"
EGRMSA,8960,"West Palm Beach-Boca Raton, FL MSA"
EGRMSA,9040,"Wichita, KS MSA"
EGRMSA,9999,Not in an MSA
EGRMSA,XXXX,"Suppressed, in an MSA of less than 1 million"
FARMSA,-9,Not ascertained
FARMSA,-1,Appropriate skip
FARMSA,0160,"Albany-Schenectady-Troy, NY MSA"
FARMSA,0520,"Atlanta, GA MSA"
FARMSA,0640,"Austin-San Marcos, TX MSA"
FARMSA,0720,"Baltimore, MD PMSA"
FARMSA,0875,"Bergen-Passaic, NJ PMSA"
FARMSA,1000,"Birmingham, AL MSA"
FARMSA,1120,"Boston, MA-NH PMSA"
FARMSA,1280,"Buffalo-Niagara Falls, NY MSA"
FARMSA,1520,"Charlotte-Gastonia-Rock Hill, NC-SC MSA"
FARMSA,1600,"Chicago, IL PMSA"
FARMSA,1640,"Cincinnati, OH-KY-IN PMSA"
FARMSA,1680,"Cleveland-Lorain-Elyria, OH PMSA"
FARMSA,1760,"Columbia, SC MSA"
FARMSA,1840,"Columbus, OH MSA"
FARMSA,1920,"Dallas, TX PMSA"
FARMSA,2000,"Dayton-Springfield, OH MSA"
FARMSA,2020,"Daytona Beach, FL MSA"
FARMSA,2080,"Denver, CO PMSA"
FARMSA,2120,"Des Moines, IA MSA"
FARMSA,2160,"Detroit, MI PMSA"
FARMSA,2800,"Fort Worth-Arlington, TX PMSA"
FARMSA,2840,"Fresno, CA MSA"
FARMSA,3000,"Grand Rapids-Muskegon-Holland, MI MSA"
FARMSA,3120,"Greensboro--Winston-Salem--High Point, NC MSA"
FARMSA,3160,"Greenville-Spartanburg-Anderson, SC MSA"
FARMSA,3240,"Harrisburg-Lebanon-Carlisle, PA MSA"
FARMSA,3360,"Houston, TX PMSA"
FARMSA,3480,"Indianapolis, IN MSA"
FARMSA,4000,"Lancaster, PA MSA"
FARMSA,4040,"Lansing-East Lansing, MI MSA"
FARMSA,4080,"Laredo, TX MSA"
FARMSA,4100,"Las Cruces, NM MSA"
FARMSA,4120,"Las Vegas, NV-AZ MSA"
FARMSA,4280,"Lexington, KY MSA"
FARMSA,4360,"Lincoln, NE MSA"
FARMSA,4400,"Little Rock-North Little Rock, AR MSA"
FARMSA,4420,"Longview-Marshall, TX MSA"
FARMSA,4480,"Los Angeles-Long Beach, CA PMSA"
FARMSA,4520,"Louisville, KY-IN MSA"
FARMSA,4720,"Madison, WI MSA"
FARMSA,4920,"Memphis, TN-AR-MS MSA"
FARMSA,4940,"Merced, CA MSA"
FARMSA,5000,"Miami, FL PMSA"
FARMSA,5015,"Middlesex-Somerset-Hunterdon, NJ PMSA"
FARMSA,5080,"Milwaukee-Waukesha, WI PMSA"
FARMSA,5120,"Minneapolis-St. Paul, MN-WI MSA"
FARMSA,5160,"Mobile, AL MSA"
FARMSA,5190,"Monmouth-Ocean, NJ PMSA"
FARMSA,5330,"Myrtle Beach, SC MSA"
FARMSA,5360,"Nashville, TN MSA"
FARMSA,5380,"Nassau-Suffolk, NY PMSA"
FARMSA,5520,"New London-Norwich, CT-RI MSA"
FARMSA,5560,"New Orleans, LA MSA"
FARMSA,5600,"New York, NY PMSA"
FARMSA,5640,"Newark, NJ PMSA"
FARMSA,5720,"Norfolk-Virginia Beach-Newport News, VA-NC MSA"
FARMSA,5775,"Oakland, CA PMSA"
FARMSA,5880,"Oklahoma City, OK MSA"
FARMSA,5920,"Omaha, NE-IA MSA"
FARMSA,5945,"Orange County, CA PMSA"
FARMSA,6160,"Philadelphia, PA-NJ PMSA"
FARMSA,6200,"Phoenix-Mesa, AZ MSA"
FARMSA,6280,"Pittsburgh, PA MSA"
FARMSA,6440,"Portland-Vancouver, OR-WA PMSA"
FARMSA,6480,"Providence-Fall River-Warwick, RI-MA MSA"
FARMSA,6640,"Raleigh-Durham-Chapel Hill, NC MSA"
FARMSA,6760,"Richmond-Petersburg, VA MSA"
FARMSA,6780,"Riverside-San Bernardino, CA PMSA"
FARMSA,6840,"Rochester, NY MSA"
FARMSA,6920,"Sacramento, CA PMSA"
FARMSA,7040,"St. Louis, MO-IL MSA"
FARMSA,7160,"Salt Lake City-Ogden, UT MSA"
FARMSA,7240,"San Antonio, TX MSA"
FARMSA,7320,"San Diego, CA MSA"
FARMSA,7360,"San Francisco, CA PMSA"
FARMSA,7400,"San Jose, CA PMSA"
FARMSA,7600,"Seattle-Bellevue-Everett, WA PMSA"
FARMSA,7920,"Springfield, MO MSA"
FARMSA,8160,"Syracuse, NY MSA"
FARMSA,8280,"Tampa-St. Petersburg-Clearwater, FL MSA"
FARMSA,8520,"Tucson, AZ MSA"
FARMSA,8735,"Ventura, CA PMSA"
FARMSA,8840,"Washington, DC-MD-VA-WV PMSA"
FARMSA,8960,"West Palm Beach-Boca Raton, FL MSA"
FARMSA,9040,"Wichita, KS MSA"
FARMSA,9999,Not in an MSA
FARMSA,XXXX,"Suppressed, in an MSA of less than 1 million"
MSACAT,1,"MSA of 1 million or more, with heavy transit"
MSACAT,2,"MSA of 1 million or more, and not in 1"
MSACAT,3,MSA less than 1 million
MSACAT,4,Not in MSA (CMSA)
MSASIZE,1,"In an MSA (CMSA) of Less than 250,000"
MSASIZE,2,"In an MSA (CMSA) of 250,000 - 499,999"
MSASIZE,3,"In an MSA (CMSA) of 500,000 - 999,999"
MSASIZE,4,"In an MSA (CMSA) of 1,000,000 - 2,999,999"
MSASIZE,5,In an MSA (CMSA) of 3 million or more
MSASIZE,6,Not in MSA or CMSA
OCCAT,-9,Not ascertained
OCCAT,-8,Don't know
OCCAT,-7,Refused
OCCAT,-1,Appropriate skip
OCCAT,01,Sales or Service
OCCAT,02,Clerical or administrative support
OCCAT,03,"Manufacturing, construction, maintenance, or farming"
OCCAT,04,"Professional, managerial or technical"
OCCAT,91,Other
ONTD_P12,-1,Appropriate skip
ONTD_P12,1,Yes
ONTD_P12,2,No
OUTCNTRY,-8,Don't know
OUTCNTRY,-1,Appropriate skip
OUTCNTRY,1,Yes
OUTCNTRY,2,No
OUTOFTWN,-9,Not ascertained
OUTOFTWN,-8,Don't know
OUTOFTWN,-1,Appropriate skip
OUTOFTWN,1,Yes
OUTOFTWN,2,No
OWNUNIT,-9,Not ascertained
OWNUNIT,-8,Don't know
OWNUNIT,-1,Appropriate skip
OWNUNIT,1,Days
OWNUNIT,2,Weeks
OWNUNIT,3,Month
OWNUNIT,4,Years
PASSPURP,-9,Not ascertained
PASSPURP,-8,Don't know
PASSPURP,-7,Refused
PASSPURP,-1,Appropriate skip
PASSPURP,1,Home
PASSPURP,11,Go to work
PASSPURP,12,Return to work
PASSPURP,13,Attend business meeting/trip
PASSPURP,14,Other work related
PASSPURP,20,School/religious activity
PASSPURP,21,Go to school as student
PASSPURP,22,Go to religious activity
PASSPURP,23,Go to library: school related
PASSPURP,24,OS - Day care
PASSPURP,30,Medical/dental services
PASSPURP,40,Shopping/errands
PASSPURP,41,Buy goods: groceries/clothing/hardware store
PASSPURP,42,Buy services: video rentals/dry cleaner/post office/car service/bank
PASSPURP,43,Buy gas
PASSPURP,50,Social/recreational
PASSPURP,51,Go to gym/exercise/play sports
PASSPURP,52,Rest or relaxation/vacation
PASSPURP,53,Visit friends/relatives
PASSPURP,54,Go out/hang out: entertainment/theater/sports event/go to bar
PASSPURP,55,Visit public place: historical site/museum/park/library
PASSPURP,60,Family personal business/obligations
PASSPURP,61,Use professional services: attorney/accountant
PASSPURP,62,Attend funeral/wedding
PASSPURP,63,Use personal services: grooming/haircut/nails
PASSPURP,64,Pet care: walk the dog/vet visits
PASSPURP,65,Attend meeting: PTA/home owners association/local government
PASSPURP,70,Transport someone
PASSPURP,71,Pick up someone
PASSPURP,72,Take and wait
PASSPURP,73,Drop someone off
PASSPURP,80,Meals
PASSPURP,81,Social event
PASSPURP,82,Get/eat meal
PASSPURP,83,Coffee/ice cream/snacks
PASSPURP,91,Other reason
PAYPROF,-9,Not ascertained
PAYPROF,-8,Don't know
PAYPROF,-7,Refused
PAYPROF,-1,Appropriate skip
PAYPROF,1,Yes
PAYPROF,2,No
PRMACT,-9,Not ascertained
PRMACT,-8,Don't know
PRMACT,-7,Refused
PRMACT,-1,Appropriate skip
PRMACT,1,Working
PRMACT,2,Temporarily absent from a job or business
PRMACT,3,Looking for work
PRMACT,4,A homemaker
PRMACT,5,Going to school
PRMACT,6,Retired
PRMACT,7,Doing something else
PRMDRVR2,-1,Appropriate skip
PROXCAT,1,Proxy Required - 13 years or younger
PROXCAT,2,Proxy Allowed - 14-15 years
PROXCAT,3,Proxy Often - 16-17 years
PROXCAT,4,Proxy for adult - 18 years or older
PROXCAT,5,"Interview completed by self, not proxy"
PROXY,1,Subject
PROXY,2,Proxy
PSGR_FLG,-9,Not ascertained
PSGR_FLG,-1,Appropriate skip
PSGR_FLG,1,Yes
PSGR_FLG,2,No
PTUSED,-9,Not ascertained
PTUSED,-8,Don't know
PTUSED,-7,Refused
PTUSED,-1,Appropriate skip
PTUSED,1,Two or more days a week
PTUSED,2,About once a week
PTUSED,3,Once or twice a month
PTUSED,4,Less than once a month
PTUSED,5,Never
PTUSED,6,Not available
PUBTYPE,-8,Don't know
PUBTYPE,-1,Appropriate skip
PUBTYPE,1,Bus
PUBTYPE,2,Subway/train/streetcar
PUBTYPE,3,Boat
RAIL,1,MSA has heavy transit
RAIL,2,"MSA does not have rail, or hh not in an MSA"
READATE1,-9,Not ascertained
READATE1,-8,Don't know
READATE1,-7,Refused
READATE1,-1,Appropriate skip
REL_P6,-9,Not ascertained
REL_P6,-8,Don't know
REL_P6,-7,Refused
REL_P6,-1,Appropriate skip
REL_P6,1,Self
REL_P6,2,Spouse
REL_P6,3,Child
REL_P6,4,Parent
REL_P6,5,Sibling
REL_P6,6,Other relative
REL_P6,7,Unmarried Partner
REL_P6,8,Non-relative
RETSTOP ,-9,Not ascertained
RETSTOP ,-8,Don't know
RETSTOP ,-7,Refused
RETSTOP ,-1,Appropriate skip
RETSTOP ,1, Yes
RETSTOP ,2, No
R_RELAT,-9,Not ascertained
R_RELAT,-8,Don't know
R_RELAT,-7,Refused
R_RELAT,1,Reference person
R_RELAT,2,Spouse
R_RELAT,3,Child
R_RELAT,4,Parent
R_RELAT,5,Sibling
R_RELAT,6,Other relative
R_RELAT,7,Unmarried Partner
R_RELAT,8,Non-relative
R_SEX,-8,Don't know
R_SEX,-7,Refused
R_SEX,1,Male
R_SEX,2,Female
SAMEPLC,-1,Appropriate skip
SAMEPLC,1,Yes
SAMEPLC,2,No
SEX_P4,-1,Appropriate skip
SEX_P4,1,Male
SEX_P4,2,Female
SMPLAREA,01,Baltimore Add-on
SMPLAREA,02,Des Moines Add-on
SMPLAREA,03,Hawaii Add-on
SMPLAREA,04,Kentucky Add-on
SMPLAREA,05,Lancaster PA Add-on
SMPLAREA,06,New York Add-on
SMPLAREA,07,Oahu Add-on
SMPLAREA,08,Texas Add-on
SMPLAREA,09,Wisconsisn Add-on
SMPLAREA,10,Remaining cases
SMPLFIRM,01,Westat
SMPLFIRM,02,Morpace
SMPLSRCE,01,National Sample
SMPLSRCE,02,Baltimore Add-on
SMPLSRCE,03,Des Moines Add-on
SMPLSRCE,04,Hawaii Add-on
SMPLSRCE,05,Kentucky Add-on
SMPLSRCE,06,Lancaster PA Add-on
SMPLSRCE,07,New York Add-on
SMPLSRCE,08,Oahu Add-on
SMPLSRCE,09,Texas Add-on
SMPLSRCE,10,Wisconsisn Add-on
STAT_P1,-1,Appropriate skip
STAT_P1,1,Completed Interview - Self
STAT_P1,2,Completed Interview - Proxy
STAT_P1,3,Language Barrier
STAT_P1,4,Refusal
STAT_P1,5,Max-Call
STAT_P1,6,Interview not Possible
STAT_P1,8,No Contact
STRTTIME,-9,Not ascertained
STRTTIME,-8,Don't know
STRTTIME,-7,Refused
STRTTIME,-1,Appropriate skip
STRTTIME,2200 - 2259,Hour of 22:00
STRTTIME,1900 - 1959,Hour of 19:00
STRTTIME,2000 - 2059,Hour of 20:00
STRTTIME,2100 - 2159,Hour of 21:00
STRTTIME,0000 - 0059,Hour of 00:00
STRTTIME,0100 - 0159,Hour of 01:00
STRTTIME,2300 - 2359,Hour of 23:00
STRTTIME,0200 - 0259,Hour of 02:00
STRTTIME,0300 - 0359,Hour of 03:00
STRTTIME,0400 - 0459,Hour of 04:00
STRTTIME,0500 - 0559,Hour of 05:00
STRTTIME,0600 - 0659,Hour of 06:00
STRTTIME,0700 - 0759,Hour of 07:00
STRTTIME,0800 - 0859,Hour of 08:00
STRTTIME,0900 - 0959,Hour of 09:00
STRTTIME,1000 - 1059,Hour of 10:00
STRTTIME,1100 - 1159,Hour of 11:00
STRTTIME,1200 - 1259,Hour of 12:00
STRTTIME,1300 - 1359,Hour of 13:00
STRTTIME,1400 - 1459,Hour of 14:00
STRTTIME,1500 - 1559,Hour of 15:00
STRTTIME,1600 - 1659,Hour of 16:00
STRTTIME,1700 - 1759,Hour of 17:00
STRTTIME,1800 - 1859,Hour of 18:00
SUM_STAT,1,All HH members interviewed
SUM_STAT,2,"50% or more of HH adults interviewed, but not all HH members"
TDBOA911,1,Travel day was before 9/11/01
TDBOA911,2,Travel day was on or after 9/11/01
TDMSDTRP,1,Missed trip reported by HH
TDMSDTRP,2,No missed trip reported by HH
TDWKND,1,Yes
TDWKND,2,No
TELTYPE,1,Home use
TELTYPE,2,Home and business use
TPOVRLAP,-1,Appropriate skip
TPOVRLAP,01,Yes
TPOVRLAP,02,No
TRACC1,-9,Not ascertained
TRACC1,-8,Don't know
TRACC1,-7,Refused
TRACC1,-1,Appropriate skip
TRACC1,01,Car
TRACC1,02,Van
TRACC1,03,SUV
TRACC1,04,Pickup truck
TRACC1,05,Other truck
TRACC1,06,RV
TRACC1,07,Motorcycle
TRACC1,08,Commercial/charter airplane
TRACC1,09,Private/corporate airplane
TRACC1,10,Local public transit bus
TRACC1,11,Commuter bus
TRACC1,12,School bus
TRACC1,13,Charter/tour bus
TRACC1,14,City to city bus
TRACC1,15,Amtrack/inter city train
TRACC1,16,Commuter train
TRACC1,17,Subway/elevated rail
TRACC1,18,Street car/trolley
TRACC1,20,Passenger line/ferry
TRACC1,22,Taxicab
TRACC1,24,Hotel/airport shuttle
TRACC1,25,Bicycle
TRACC1,26,Walk
TRACC1,91,Other
TRAVDAY,1,Sunday
TRAVDAY,2,Monday
TRAVDAY,3,Tuesday
TRAVDAY,4,Wednesday
TRAVDAY,5,Thursday
TRAVDAY,6,Friday
TRAVDAY,7,Saturday
TREGR5,-9,Not ascertained
TREGR5,-8,Don't know
TREGR5,-7,Refused
TREGR5,-1,Appropriate skip
TREGR5,01,Car
TREGR5,02,Van
TREGR5,03,SUV
TREGR5,04,Pickup truck
TREGR5,05,Other truck
TREGR5,06,RV
TREGR5,08,Commercial/charter airplane
TREGR5,09,Private/corporate airplane
TREGR5,10,Local public transit bus
TREGR5,11,Commuter bus
TREGR5,12,School bus
TREGR5,13,Charter/tour bus
TREGR5,14,City to city bus
TREGR5,15,Amtrack/inter city train
TREGR5,16,Commuter train
TREGR5,17,Subway/elevated rail
TREGR5,18,Street car/trolley
TREGR5,20,Passenger line/ferry
TREGR5,21,Sailboat/motorboat/yacht
TREGR5,22,Taxicab
TREGR5,24,Hotel/airport shuttle
TREGR5,25,Bicycle
TREGR5,26,Walk
TREGR5,91,Other
TRIPPURP,-9,Not ascertained
TRIPPURP,-8,Don't know
TRIPPURP,-7,Refused
TRIPPURP,-1,Appropriate skip
TRIPPURP,	4,Other home-based
TRIPPURP,	1,Home-base work
TRIPPURP,	5,Not home-based
TRIPPURP,	2,Home-based shopping
TRIPPURP,	3,Home-based social/recreational
TRPHHACC,-9,Not ascertained
TRPHHACC,-8,Don't know
TRPHHACC,-7,Refused
TRPHHACC,-1,Appropriate skip
TRPHHACC,1,Yes
TRPHHACC,2,No
TRPHHVEH,-9,Not ascertained
TRPHHVEH,-8,Don't know
TRPHHVEH,-7,Refused
TRPHHVEH,-1,Appropriate skip
TRPHHVEH,1,Yes
TRPHHVEH,2,No
TRPPUB,-9,Not ascertained
TRPPUB,-8,Don't know
